,date,state,fips,cases,deaths,Inpatient Beds Occupied Estimated,Count LL_inpatient beds occupied,Count UL_inpatient beds occupied,Percentage of Inpatient Beds Occupied Estimated,Percentage LL_inpatient beds occupied,Percentage UL_inpatient beds occupied,Total Inpatient Beds_x,Total LL_inpatient beds occupied,Total UL_inpatient beds occupied,Inpatient Beds Occupied by COVID-19 Patients Estimated,Count LL_occupied by COVID-19 patients,Count UL_occupied by COVID-19 patients,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage LL_occupied by COVID-19 patients,Percentage UL_occupied by COVID-19 patients,Total Inpatient Beds_y,Total LL_occupied by COVID-19 patients,Total UL_occupied by COVID-19 patients,Staffed Adult ICU Beds Occupied Estimated,Count LL_ICU Beds Occupied,Count UL_ICU Beds Occupied,Percentage of Staffed Adult ICU Beds Occupied Estimated,Percentage LL_ICU Beds Occupied,Percentage UL_ICU Beds Occupied,Total Staffed Adult ICU Beds,Total LL_ICU Beds Occupied,Total UL_ICU Beds Occupied
864,2020-12-18,WV,54,69751,1091,3855,3855,3855,77.21,77.21,77.21,4993,4993,4993,740,740,740,14.82,14.82,14.82,4993,4993,4993,496,496,496,81.71,81.71,81.71,607,607,607
865,2020-12-18,WI,55,486364,4635,8164,8164,8164,65.34,65.34,65.34,12495,12495,12495,1484,1483,1486,12.14,12.14,12.14,12495,12495,12495,1039,1037,1040,64.61,64.13,65.1,1608,1603,1612
866,2020-12-18,WY,56,41359,351,660,660,660,46.41,46.41,46.41,1422,1422,1422,165,165,165,11.69,11.69,11.69,1422,1422,1422,57,57,57,44.88,44.88,44.88,127,127,127
867,2020-12-19,AL,1,319904,4389,10501,10490,10512,74.74,74.45,75.02,14050,14032,14068,2490,2489,2492,17.73,17.61,17.84,14050,14032,14068,1299,1278,1320,90.33,86.26,94.41,1438,1418,1458
868,2020-12-19,AK,2,43468,177,891,891,891,62.18,62.18,62.18,1433,1433,1433,108,108,108,7.54,7.54,7.54,1433,1433,1433,95,95,95,73.08,73.08,73.08,130,130,130
869,2020-12-19,AZ,4,450807,7956,10872,10851,10893,77.19,76.7,77.68,14085,14057,14113,3882,3874,3890,27.6,27.3,27.91,14085,14057,14113,1542,1539,1545,71.94,71.24,72.64,2144,2136,2151
870,2020-12-19,AR,5,200114,3191,5238,5234,5243,69.41,69.41,69.41,7547,7547,7547,1094,1094,1094,14.5,14.5,14.5,7547,7547,7547,789,789,789,72.92,72.92,72.92,1082,1082,1082
871,2020-12-19,CA,6,1846943,22651,49296,49291,49301,78.31,78.28,78.33,62953,62945,62961,17520,17520,17520,27.83,27.82,27.84,62953,62945,62961,6700,6691,6708,85.33,85.33,85.33,7851,7851,7851
872,2020-12-19,CO,8,308350,4400,6595,6595,6595,64.64,64.64,64.64,10202,10202,10202,1440,1440,1441,14.12,14.12,14.12,10202,10202,10202,935,935,935,62.63,62.63,62.63,1493,1493,1493
873,2020-12-19,CT,9,162782,5581,5938,5938,5938,73.37,73.37,73.37,8093,8093,8093,1311,1311,1311,16.2,16.2,16.2,8093,8093,8093,657,657,657,59.73,59.73,59.73,1100,1100,1100
874,2020-12-19,DE,10,50136,858,1762,1762,1762,68.53,68.53,68.53,2571,2571,2571,447,447,447,17.39,17.39,17.39,2571,2571,2571,156,156,156,81.25,81.25,81.25,192,192,192
875,2020-12-19,DC,11,26342,730,2352,2352,2352,80.47,80.47,80.47,2923,2923,2923,292,292,292,9.99,9.99,9.99,2923,2923,2923,274,274,274,80.59,80.59,80.59,340,340,340
876,2020-12-19,FL,12,1193157,20472,40625,40625,40625,78.4,78.4,78.4,51817,51817,51817,5561,5556,5566,10.93,10.93,10.93,51817,51817,51817,5133,5133,5133,81.52,81.52,81.52,6297,6297,6297
877,2020-12-19,GA,13,562479,10054,15330,15330,15330,80.68,80.68,80.68,19002,19002,19002,3691,3691,3691,19.42,19.42,19.42,19002,19002,19002,2358,2358,2358,89.49,89.49,89.49,2635,2635,2635
878,2020-12-19,HI,15,20089,279,1688,1688,1688,68.45,68.45,68.45,2466,2466,2466,74,71,76,2.98,2.98,2.98,2466,2466,2466,151,151,151,66.52,66.52,66.52,227,227,227
879,2020-12-19,ID,16,129334,1280,1837,1837,1837,58.6,58.6,58.6,3135,3135,3135,434,433,434,13.83,13.83,13.83,3135,3135,3135,235,234,236,79.66,79.66,79.66,295,295,295
880,2020-12-19,IL,17,896003,16326,19891,19837,19945,68.74,68.07,69.42,28936,28849,29023,4513,4492,4534,15.6,15.16,16.03,28936,28849,29023,2390,2384,2397,67.93,67.31,68.54,3519,3510,3528
881,2020-12-19,IN,18,460766,7338,10769,10769,10769,65.61,65.61,65.61,16413,16413,16413,2907,2906,2908,17.71,17.71,17.71,16413,16413,16413,1629,1629,1629,75.91,75.91,75.91,2146,2146,2146
882,2020-12-19,IA,19,266959,3533,4772,4772,4772,61.46,61.46,61.46,7765,7765,7765,639,638,640,8.34,8.34,8.34,7765,7765,7765,495,495,495,72.0,71.83,72.17,688,687,688
883,2020-12-19,KS,20,203650,2341,4586,4586,4586,59.05,59.05,59.05,7766,7766,7766,1062,1062,1062,13.67,13.67,13.67,7766,7766,7766,614,614,615,77.59,77.59,77.59,792,792,792
884,2020-12-19,KY,21,243047,2637,7261,7242,7280,60.25,59.79,60.7,12052,12036,12068,1634,1632,1635,13.55,13.42,13.68,12052,12036,12068,1141,1138,1144,69.32,68.77,69.87,1646,1643,1649
885,2020-12-19,LA,22,282434,6994,8700,8696,8704,69.21,69.21,69.21,12570,12570,12570,1352,1351,1354,10.96,10.96,10.96,12570,12570,12570,1351,1351,1351,74.81,74.81,74.81,1806,1806,1806
886,2020-12-19,ME,23,18739,292,1889,1889,1889,66.99,66.99,66.99,2820,2820,2820,200,200,200,7.09,7.09,7.09,2820,2820,2820,233,233,233,72.36,72.36,72.36,322,322,322
887,2020-12-19,MD,24,248924,5412,7638,7475,7801,80.7,80.7,80.7,9465,9265,9665,1928,1885,1971,20.37,20.37,20.37,9465,9265,9665,1039,1024,1054,81.81,81.81,81.81,1270,1249,1291
888,2020-12-19,MA,25,319270,11657,11511,11469,11553,76.8,75.93,77.68,14988,14937,15039,1760,1752,1769,11.75,11.33,12.16,14988,14937,15039,1066,1061,1072,73.4,72.19,74.61,1453,1446,1460
889,2020-12-19,MI,26,495282,12066,15154,15153,15155,74.03,74.03,74.03,20471,20471,20471,3140,3140,3140,15.34,15.34,15.34,20471,20471,20471,2164,2149,2180,81.71,81.71,81.71,2649,2649,2649
890,2020-12-19,MN,27,394694,4839,6999,6999,6999,72.21,72.21,72.21,9692,9692,9692,1234,1233,1236,12.74,12.74,12.74,9692,9692,9692,732,730,733,75.65,75.65,75.65,967,967,967
891,2020-12-19,MS,28,192111,4390,4916,4911,4920,61.83,61.63,62.04,7950,7943,7957,1256,1252,1261,15.81,15.51,16.1,7950,7943,7957,726,726,726,84.91,84.91,84.91,855,855,855
892,2020-12-19,MO,29,384522,5236,11276,11276,11276,74.43,74.43,74.43,15150,15150,15150,2643,2643,2643,17.45,17.45,17.45,15150,15150,15150,1507,1507,1507,83.21,83.21,83.21,1811,1811,1811
893,2020-12-19,MT,30,76708,864,1770,1770,1770,62.63,62.63,62.63,2826,2826,2826,276,276,276,9.77,9.77,9.77,2826,2826,2826,143,143,143,65.3,65.3,65.3,219,219,219
894,2020-12-19,NE,31,156433,1505,3142,3140,3143,65.33,65.33,65.33,4809,4809,4809,605,605,605,12.79,12.79,12.79,4809,4809,4809,382,382,382,67.14,67.14,67.14,569,569,569
895,2020-12-19,NV,32,202164,2754,5909,5909,5909,79.71,79.71,79.71,7413,7413,7413,1910,1910,1910,26.35,26.35,26.35,7413,7413,7413,825,825,825,87.58,87.58,87.58,942,942,942
896,2020-12-19,NH,33,35609,650,1859,1859,1859,67.09,67.09,67.09,2771,2771,2771,273,273,273,9.85,9.85,9.85,2771,2771,2771,170,169,171,60.28,60.28,60.28,282,282,282
897,2020-12-19,NJ,34,429325,18173,14279,14279,14279,72.66,72.66,72.66,19651,19651,19651,3690,3690,3690,18.78,18.78,18.78,19651,19651,19651,1634,1634,1634,66.37,66.37,66.37,2462,2462,2462
898,2020-12-19,NM,35,128930,2155,2697,2697,2697,70.45,70.45,70.45,3828,3828,3828,784,784,784,20.48,20.48,20.48,3828,3828,3828,423,423,423,95.7,95.7,95.7,442,442,442
899,2020-12-19,NY,36,841946,35897,33684,33675,33692,66.34,66.25,66.43,50772,50747,50797,7006,7003,7008,13.8,13.75,13.84,50772,50747,50797,3540,3539,3541,61.87,61.75,61.98,5722,5718,5726
900,2020-12-19,NC,37,473691,6222,16344,16344,16344,76.19,76.19,76.19,21452,21452,21452,2901,2786,3016,14.11,14.11,14.11,21452,21452,21452,2065,2064,2066,83.33,83.33,83.33,2478,2478,2478
901,2020-12-19,ND,38,89794,1237,1416,1416,1416,70.03,70.03,70.03,2022,2022,2022,289,289,289,14.29,14.29,14.29,2022,2022,2022,128,128,128,60.66,60.66,60.66,211,211,211
902,2020-12-19,OH,39,614429,8031,20177,20177,20177,70.61,70.61,70.61,28575,28575,28575,5053,5028,5078,17.72,17.72,17.72,28575,28575,28575,3086,3086,3086,75.23,75.23,75.23,4102,4102,4102
903,2020-12-19,OK,40,255868,2189,6714,6703,6724,70.41,70.07,70.76,9534,9521,9548,1791,1790,1793,19.06,18.92,19.2,9534,9521,9548,953,953,953,87.59,87.59,87.59,1088,1088,1088
904,2020-12-19,OR,41,101814,1340,4775,4691,4859,72.46,68.54,76.38,6590,6492,6688,663,645,681,10.06,8.08,12.04,6590,6492,6688,540,531,549,69.59,66.0,73.18,776,765,787
905,2020-12-19,PA,42,553424,13869,24123,24121,24124,75.36,75.18,75.54,32011,31978,32044,6554,6554,6554,20.7,20.61,20.8,32011,31978,32044,3208,3207,3209,81.8,81.74,81.86,3922,3921,3923
906,2020-12-19,RI,44,77812,1625,2018,2018,2018,87.44,87.44,87.44,2308,2308,2308,461,461,461,19.97,19.97,19.97,2308,2308,2308,153,153,153,87.93,87.93,87.93,174,174,174
907,2020-12-19,SC,45,270537,4895,7758,7758,7758,80.5,80.5,80.5,9637,9637,9637,1427,1427,1427,14.81,14.81,14.81,9637,9637,9637,1014,1014,1014,80.29,80.29,80.29,1263,1263,1263
908,2020-12-19,SD,46,94336,1350,1300,1300,1300,55.37,55.37,55.37,2348,2348,2348,320,320,320,13.63,13.63,13.63,2348,2348,2348,158,158,158,65.02,65.02,65.02,243,243,243
909,2020-12-19,TN,47,494497,5953,11809,11809,11809,71.71,71.71,71.71,16468,16468,16468,2876,2876,2876,18.01,18.01,18.01,16468,16468,16468,1801,1801,1801,84.32,84.32,84.32,2136,2136,2136
910,2020-12-19,TX,48,1585338,25841,47861,47712,48010,74.54,73.97,75.1,64211,64147,64275,10346,10341,10352,16.15,16.06,16.24,64211,64147,64275,6564,6536,6591,89.07,88.03,90.12,7369,7342,7396
911,2020-12-19,UT,49,248970,1148,3083,3083,3083,59.08,59.08,59.08,5218,5218,5218,579,579,579,11.1,11.1,11.1,5218,5218,5218,476,474,477,75.12,75.12,75.12,633,633,633
912,2020-12-19,VT,50,6343,108,669,669,669,56.94,56.94,56.94,1175,1175,1175,24,24,24,2.04,2.04,2.04,1175,1175,1175,55,55,55,52.88,52.88,52.88,104,104,104
913,2020-12-19,VA,51,302972,4643,11316,11316,11316,68.92,68.92,68.92,16418,16418,16418,2312,2312,2312,14.08,14.08,14.08,16418,16418,16418,1416,1416,1416,71.3,71.3,71.3,1986,1986,1986
914,2020-12-19,WA,53,226551,3169,8641,8641,8641,68.68,68.68,68.68,12581,12581,12581,1140,1137,1142,9.06,9.06,9.06,12581,12581,12581,964,964,964,70.42,70.42,70.42,1369,1369,1369
915,2020-12-19,WV,54,71215,1122,3651,3651,3651,73.49,73.49,73.49,4968,4968,4968,718,717,719,14.45,14.45,14.45,4968,4968,4968,473,473,473,78.05,78.05,78.05,606,606,606
916,2020-12-19,WI,55,490679,4724,7748,7747,7749,61.56,61.56,61.56,12586,12586,12586,1398,1397,1400,11.36,11.36,11.36,12586,12586,12586,998,995,1000,62.11,62.11,62.11,1606,1606,1606
917,2020-12-19,WY,56,41488,351,629,629,629,44.23,44.23,44.23,1422,1422,1422,158,158,158,11.2,11.2,11.2,1422,1422,1422,59,59,59,46.46,46.46,46.46,127,124,130
918,2020-12-20,AL,1,322452,4389,10105,10094,10115,72.09,71.84,72.33,14017,14003,14031,2524,2509,2538,18.0,17.52,18.48,14017,14003,14031,1281,1281,1281,88.59,88.59,88.59,1446,1446,1446
919,2020-12-20,AK,2,43649,176,865,865,865,60.32,60.32,60.32,1434,1434,1434,109,109,109,7.6,7.6,7.6,1434,1434,1434,88,88,88,69.84,69.84,69.84,126,126,126
920,2020-12-20,AZ,4,453601,7971,10625,10588,10662,76.43,75.44,77.42,13902,13840,13963,3959,3945,3973,28.52,27.92,29.13,13902,13840,13963,1520,1512,1527,70.46,69.27,71.64,2157,2146,2168
921,2020-12-20,AR,5,201650,3237,5016,5016,5016,67.53,67.53,67.53,7428,7428,7428,1084,1084,1084,14.59,14.59,14.59,7428,7428,7428,774,774,774,76.33,76.33,76.33,1014,1014,1014
922,2020-12-20,CA,6,1889828,22736,48653,48652,48654,77.73,77.73,77.73,62592,62592,62592,17884,17873,17896,28.57,28.57,28.57,62592,62592,62592,6638,6638,6638,84.56,84.56,84.56,7850,7850,7850
923,2020-12-20,CO,8,310522,4420,6396,6396,6396,62.8,62.8,62.8,10185,10185,10185,1419,1419,1419,13.93,13.93,13.93,10185,10185,10185,893,893,893,59.93,59.93,59.93,1490,1490,1490
924,2020-12-20,CT,9,162782,5581,5764,5764,5764,71.35,71.35,71.35,8078,8078,8078,1298,1298,1298,16.07,16.07,16.07,8078,8078,8078,652,652,652,59.27,59.27,59.27,1100,1100,1100
925,2020-12-20,DE,10,50616,862,1729,1729,1729,68.21,68.21,68.21,2535,2535,2535,469,469,469,18.5,18.5,18.5,2535,2535,2535,157,157,157,81.77,81.77,81.77,192,192,192
926,2020-12-20,DC,11,26601,737,2334,2334,2334,81.81,81.81,81.81,2853,2853,2853,297,297,297,10.41,10.41,10.41,2853,2853,2853,262,262,262,81.11,81.11,81.11,323,323,323
927,2020-12-20,FL,12,1201558,20567,39383,39376,39391,76.38,76.31,76.45,51563,51545,51581,5754,5752,5757,11.37,11.34,11.41,51563,51545,51581,5008,5005,5011,79.56,79.38,79.73,6295,6290,6300
928,2020-12-20,GA,13,567654,10056,14923,14915,14931,78.81,78.62,79.0,18936,18918,18954,3782,3780,3783,19.97,19.88,20.06,18936,18918,18954,2330,2330,2330,88.16,88.16,88.16,2643,2643,2643
929,2020-12-20,HI,15,20291,280,1678,1678,1678,67.85,67.85,67.85,2473,2473,2473,77,76,78,3.11,3.11,3.11,2473,2473,2473,144,143,145,63.16,63.16,63.16,228,228,228
930,2020-12-20,ID,16,130039,1284,1734,1734,1734,55.68,55.68,55.68,3114,3114,3114,418,418,418,13.42,13.42,13.42,3114,3114,3114,222,222,222,75.25,75.25,75.25,295,295,295
931,2020-12-20,IL,17,901924,16407,19165,19101,19229,65.85,65.09,66.61,29104,29009,29199,4544,4521,4567,15.61,15.14,16.09,29104,29009,29199,2333,2325,2341,66.34,65.63,67.05,3517,3507,3527
932,2020-12-20,IN,18,467258,7404,10606,10606,10606,64.61,64.61,64.61,16416,16416,16416,2942,2942,2942,17.92,17.92,17.92,16416,16416,16416,1615,1615,1615,75.01,75.01,75.01,2153,2153,2153
933,2020-12-20,IA,19,267329,3589,4547,4547,4547,58.57,58.57,58.57,7764,7764,7764,636,635,637,8.3,8.3,8.3,7764,7764,7764,469,469,469,68.27,68.27,68.27,687,687,687
934,2020-12-20,KS,20,203674,2341,4472,4469,4474,57.83,57.83,57.83,7732,7732,7732,1073,1073,1073,13.88,13.88,13.88,7732,7732,7732,607,607,607,76.35,76.35,76.35,795,795,795
935,2020-12-20,KY,21,244784,2665,6969,6969,6969,57.82,57.82,57.82,12052,12052,12052,1608,1607,1609,13.34,13.34,13.34,12052,12052,12052,1137,1137,1137,69.08,69.08,69.08,1646,1646,1646
936,2020-12-20,LA,22,286145,7042,8489,8479,8499,67.48,67.48,67.48,12580,12580,12580,1402,1397,1406,11.35,11.35,11.35,12580,12580,12580,1345,1345,1345,75.48,75.48,75.48,1782,1782,1782
937,2020-12-20,ME,23,18946,292,1833,1833,1833,65.42,65.42,65.42,2802,2802,2802,201,200,202,7.17,7.17,7.17,2802,2802,2802,220,220,220,68.75,68.75,68.75,320,320,320
938,2020-12-20,MD,24,251069,5448,7587,7424,7750,80.22,80.22,80.22,9458,9258,9658,1956,1913,1999,20.68,20.68,20.68,9458,9258,9658,1017,1002,1032,80.84,80.1,81.59,1258,1236,1280
939,2020-12-20,MA,25,323531,11717,11149,11149,11149,74.92,74.92,74.92,14881,14881,14881,1794,1794,1794,12.06,12.06,12.06,14881,14881,14881,1068,1056,1079,73.57,73.57,73.57,1451,1451,1451
940,2020-12-20,MI,26,495458,12066,14549,14549,14549,71.62,71.62,71.62,20314,20314,20314,3139,3139,3139,15.45,15.45,15.45,20314,20314,20314,2098,2098,2098,79.95,79.95,79.95,2624,2624,2624
941,2020-12-20,MN,27,397378,4909,6676,6676,6676,69.75,69.75,69.75,9571,9571,9571,1242,1237,1247,12.98,12.98,12.98,9571,9571,9571,714,710,717,73.1,71.89,74.32,976,971,981
942,2020-12-20,MS,28,194333,4409,4875,4870,4880,61.67,61.44,61.89,7906,7897,7914,1294,1289,1299,16.37,16.06,16.68,7906,7897,7914,710,710,710,83.53,83.53,83.53,850,850,850
943,2020-12-20,MO,29,386259,5262,10897,10897,10897,72.78,72.78,72.78,14972,14972,14972,2650,2649,2651,17.7,17.7,17.7,14972,14972,14972,1501,1501,1501,82.97,82.97,82.97,1809,1809,1809
944,2020-12-20,MT,30,77170,865,1679,1679,1679,59.54,59.54,59.54,2820,2820,2820,270,270,270,9.57,9.57,9.57,2820,2820,2820,141,141,141,63.8,63.8,63.8,221,221,221
945,2020-12-20,NE,31,157171,1515,3012,3005,3020,62.92,62.53,63.3,4788,4786,4790,597,597,597,12.68,12.68,12.68,4788,4786,4790,374,374,374,66.08,66.08,66.08,566,566,566
946,2020-12-20,NV,32,204227,2786,5881,5881,5881,79.19,79.19,79.19,7426,7426,7426,1915,1915,1915,26.38,26.38,26.38,7426,7426,7426,830,829,830,86.95,86.95,86.95,954,954,954
947,2020-12-20,NH,33,36542,656,1764,1764,1764,63.68,63.68,63.68,2770,2770,2770,289,288,290,10.43,10.43,10.43,2770,2770,2770,162,162,162,57.45,57.45,57.45,282,282,282
948,2020-12-20,NJ,34,434500,18194,13992,13992,13992,71.21,71.21,71.21,19648,19648,19648,3726,3726,3726,18.96,18.96,18.96,19648,19648,19648,1623,1623,1623,65.66,65.66,65.66,2472,2472,2472
949,2020-12-20,NM,35,129993,2171,2658,2658,2658,69.51,69.51,69.51,3824,3824,3824,750,748,751,19.6,19.6,19.6,3824,3824,3824,430,429,432,97.84,97.84,97.84,440,440,440
950,2020-12-20,NY,36,851400,36017,33379,33339,33419,65.97,65.71,66.23,50599,50547,50651,7246,7239,7252,14.32,14.21,14.42,50599,50547,50651,3500,3498,3503,60.73,60.54,60.92,5764,5758,5770
951,2020-12-20,NC,37,479875,6259,15941,15941,15941,74.68,74.68,74.68,21346,21346,21346,2922,2812,3031,14.28,14.28,14.28,21346,21346,21346,2020,2020,2020,81.72,81.72,81.72,2472,2472,2472
952,2020-12-20,ND,38,90045,1237,1358,1358,1358,66.93,66.93,66.93,2029,2029,2029,280,280,280,13.8,13.8,13.8,2029,2029,2029,138,138,138,64.49,64.49,64.49,214,214,214
953,2020-12-20,OH,39,622806,8047,19128,19121,19134,67.14,67.14,67.14,28487,28487,28487,5000,4976,5024,17.59,17.59,17.59,28487,28487,28487,2987,2985,2989,72.89,72.89,72.89,4098,4098,4098
954,2020-12-20,OK,40,260838,2212,6446,6428,6464,67.69,67.14,68.24,9523,9506,9540,1806,1805,1808,19.25,19.07,19.43,9523,9506,9540,958,958,958,88.05,88.05,88.05,1088,1088,1088
955,2020-12-20,OR,41,102930,1341,4660,4656,4664,71.42,71.2,71.64,6525,6519,6531,636,636,636,9.75,9.69,9.8,6525,6519,6531,526,526,526,67.61,67.61,67.61,778,778,778
956,2020-12-20,PA,42,560002,13964,23756,23755,23758,74.56,74.38,74.74,31862,31829,31895,6557,6556,6558,20.81,20.71,20.91,31862,31829,31895,3188,3187,3189,80.89,80.83,80.95,3941,3940,3942
957,2020-12-20,RI,44,77812,1625,2057,2057,2057,86.18,86.18,86.18,2387,2387,2387,488,488,488,20.44,20.44,20.44,2387,2387,2387,145,145,145,87.88,87.88,87.88,165,165,165
958,2020-12-20,SC,45,273406,4935,7532,7522,7542,78.79,78.79,78.79,9559,9559,9559,1463,1463,1463,15.3,15.3,15.3,9559,9559,9559,1003,1003,1003,79.92,79.92,79.92,1255,1255,1255
959,2020-12-20,SD,46,94727,1361,1287,1279,1295,54.91,54.91,54.91,2344,2344,2344,320,320,320,13.65,13.65,13.65,2344,2344,2344,150,150,150,61.98,61.98,61.98,242,242,242
960,2020-12-20,TN,47,505880,6007,11643,11643,11643,70.92,70.92,70.92,16418,16418,16418,2919,2919,2919,18.34,18.34,18.34,16418,16418,16418,1814,1814,1814,84.96,84.96,84.96,2135,2135,2135
961,2020-12-20,TX,48,1593201,25948,46551,46396,46706,73.34,72.74,73.94,63472,63398,63546,10527,10514,10540,16.63,16.49,16.77,63472,63398,63546,6493,6465,6522,88.22,87.12,89.32,7360,7332,7389
962,2020-12-20,UT,49,250964,1155,2893,2890,2897,55.44,55.44,55.44,5219,5219,5219,580,579,581,11.11,11.11,11.11,5219,5219,5219,426,425,427,67.3,67.3,67.3,633,633,633
963,2020-12-20,VT,50,6443,111,670,670,670,57.02,57.02,57.02,1175,1175,1175,25,25,25,2.13,2.13,2.13,1175,1175,1175,61,61,61,58.65,58.65,58.65,104,104,104
964,2020-12-20,VA,51,306848,4650,11207,11207,11207,68.4,68.4,68.4,16384,16384,16384,2354,2354,2354,14.37,14.37,14.37,16384,16384,16384,1438,1438,1438,72.41,72.41,72.41,1986,1985,1987
965,2020-12-20,WA,53,227049,3170,8410,8329,8492,66.5,62.62,70.38,12648,12373,12923,1193,1175,1211,9.43,7.82,11.04,12648,12373,12923,951,947,955,66.88,63.22,70.53,1422,1391,1453
966,2020-12-20,WV,54,72342,1128,3558,3558,3558,71.27,71.27,71.27,4992,4992,4992,720,720,721,14.43,14.43,14.43,4992,4992,4992,462,462,462,75.99,75.99,75.99,608,608,608
967,2020-12-20,WI,55,492724,4745,7508,7504,7513,59.81,59.65,59.97,12554,12543,12565,1386,1385,1388,11.29,11.19,11.39,12554,12543,12565,936,936,936,58.72,58.72,58.72,1594,1594,1594
968,2020-12-20,WY,56,41662,351,587,587,587,41.28,41.28,41.28,1422,1422,1422,162,162,162,11.48,11.48,11.48,1422,1422,1422,58,58,58,45.67,45.67,45.67,127,127,127
969,2020-12-21,AL,1,324832,4389,10321,10312,10330,73.46,73.46,73.46,14049,14049,14049,2611,2611,2611,18.58,18.58,18.58,14049,14049,14049,1304,1304,1304,90.56,90.56,90.56,1440,1440,1440
970,2020-12-21,AK,2,43801,176,891,891,891,61.7,61.7,61.7,1444,1444,1444,106,106,106,7.34,7.34,7.34,1444,1444,1444,89,89,89,70.08,70.08,70.08,127,127,127
971,2020-12-21,AZ,4,461345,7972,10738,10732,10744,76.96,76.96,76.96,13952,13952,13952,4089,4089,4089,29.35,29.35,29.35,13952,13952,13952,1556,1555,1557,71.61,71.61,71.61,2173,2173,2173
972,2020-12-21,AR,5,203107,3295,5092,5092,5092,67.43,67.43,67.43,7552,7552,7552,1103,1103,1103,14.61,14.61,14.61,7552,7552,7552,783,753,813,75.95,75.95,75.95,1031,1031,1031
973,2020-12-21,CA,6,1933083,22980,49124,49119,49129,78.1,77.6,78.61,62896,62717,63074,18534,18498,18569,29.47,29.1,29.84,62896,62717,63074,6749,6749,6749,85.93,85.93,85.93,7854,7827,7881
974,2020-12-21,CO,8,312713,4432,6430,6421,6438,63.17,63.17,63.17,10178,10178,10178,1389,1388,1390,13.65,13.65,13.65,10178,10178,10178,896,896,896,59.61,59.61,59.61,1503,1503,1503
975,2020-12-21,CT,9,167377,5676,5773,5773,5773,71.42,71.42,71.42,8083,8083,8083,1312,1312,1312,16.23,16.23,16.23,8083,8083,8083,634,634,634,57.64,57.64,57.64,1100,1100,1100
976,2020-12-21,DE,10,51056,871,1715,1715,1715,67.36,67.36,67.36,2546,2546,2546,485,485,485,19.05,19.05,19.05,2546,2546,2546,158,158,158,82.29,82.29,82.29,192,192,192
977,2020-12-21,DC,11,26740,742,2291,2291,2291,79.49,79.49,79.49,2882,2882,2882,317,317,317,11.0,11.0,11.0,2882,2882,2882,267,267,267,82.41,82.41,82.41,324,324,324
978,2020-12-21,FL,12,1212573,20679,39765,39756,39774,77.2,77.11,77.29,51509,51487,51531,5968,5966,5970,11.8,11.77,11.84,51509,51487,51531,4988,4984,4992,79.85,79.63,80.06,6247,6241,6253
979,2020-12-21,GA,13,571301,10072,15296,15296,15296,80.68,80.68,80.68,18960,18960,18960,3935,3934,3936,20.75,20.75,20.75,18960,18960,18960,2360,2359,2360,88.01,88.01,88.01,2681,2681,2681
980,2020-12-21,HI,15,20423,280,1636,1635,1636,66.3,66.3,66.3,2467,2467,2467,80,80,80,3.24,3.24,3.24,2467,2467,2467,140,140,140,63.06,63.06,63.06,222,222,222
981,2020-12-21,ID,16,131468,1305,1779,1779,1779,57.78,57.78,57.78,3079,3079,3079,418,417,418,13.56,13.56,13.56,3079,3079,3079,229,229,229,76.85,76.85,76.85,298,298,298
982,2020-12-21,IL,17,906917,16530,19131,19131,19131,65.7,65.7,65.7,29117,29117,29117,4570,4570,4570,15.7,15.7,15.7,29117,29117,29117,2299,2299,2299,65.39,65.39,65.39,3516,3516,3516
983,2020-12-21,IN,18,471124,7438,10761,10761,10761,65.55,65.55,65.55,16416,16416,16416,3037,3036,3038,18.5,18.5,18.5,16416,16416,16416,1645,1645,1645,76.91,76.91,76.91,2139,2139,2139
984,2020-12-21,IA,19,268736,3589,4573,4573,4573,58.98,58.98,58.98,7754,7754,7754,664,662,665,8.67,8.67,8.67,7754,7754,7754,455,454,456,66.52,66.52,66.52,684,684,684
985,2020-12-21,KS,20,207933,2448,4486,4484,4489,57.52,57.52,57.52,7800,7800,7800,1096,1096,1097,14.06,14.06,14.06,7800,7800,7800,620,620,620,77.21,77.21,77.21,803,803,803
986,2020-12-21,KY,21,247243,2701,6854,6832,6877,56.86,56.86,56.86,12054,12054,12054,1655,1654,1656,13.73,13.73,13.73,12054,12054,12054,1128,1128,1129,68.56,68.56,68.56,1646,1646,1646
987,2020-12-21,LA,22,287261,7107,8632,8628,8636,68.05,68.05,68.05,12685,12685,12685,1462,1457,1467,11.74,11.74,11.74,12685,12685,12685,1378,1378,1378,76.26,76.26,76.26,1807,1807,1807
988,2020-12-21,ME,23,19285,293,1825,1825,1825,64.69,64.69,64.69,2821,2821,2821,210,210,210,7.44,7.44,7.44,2821,2821,2821,214,214,214,66.05,66.05,66.05,324,324,324
989,2020-12-21,MD,24,253345,5471,7751,7588,7914,81.67,81.67,81.67,9491,9291,9691,2004,1961,2047,21.11,21.11,21.11,9491,9291,9691,1023,1008,1038,79.92,79.92,79.92,1280,1259,1301
990,2020-12-21,MA,25,327374,11759,11273,11273,11273,75.67,75.67,75.67,14898,14898,14898,1790,1790,1790,12.02,12.02,12.02,14898,14898,14898,1058,1058,1058,73.42,73.42,73.42,1441,1441,1441
